,直營店,加盟店,縣市,地區,店鋪名稱,店鋪號,服務編號,地址,電話-1,電話-2
全家台中金水店,,O,臺中市,北區,台中金水,022882,62882,臺中市北區文化街48號,04-,04-22068578
全家台中北屯店,,O,臺中市,北區,台中北屯,017033,13132,臺中市北區北屯路45號,04-37007308,04-22332903
全家台中立人店,,O,臺中市,北區,台中立人,020846,60846,臺中市北區北平路一段83號,04-37072653,04-22933003
全家台中嘉農店,,O,臺中市,北區,台中嘉農,015977,53035,臺中市北區賴旺里北平路二段8號,04-37023775,04-22937917
全家台中育德店,,O,臺中市,北區,台中育德,016391,13557,"臺中市北區育德路108號,篤行路369號,371號",04-37007207,04-22039666
全家台中微笑店,,O,臺中市,北區,台中微笑,016418,56418,臺中市北區育樂街37號1樓,04-37046325,04-22330806
全家台中東成店,,O,臺中市,北區,台中東成,017736,13179,"臺中市北區東成路20,22號1號",04-37007215,04-22345768
全家台中新東義店,,O,臺中市,北區,台中新東義,014842,53487,臺中市北區賴旺里青島路一段12號,04-37048559,04-22913297
全家台中金美德店,,O,臺中市,北區,台中金美德,016588,56416,臺中市北區美德街184號,04-37046307,04-22070089
全家台中喜樂店,,O,臺中市,北區,台中喜樂,017285,57285,臺中市北區英才路266號,04-37070046,04-22070206
全家台中福多店,,O,臺中市,北區,台中福多,014966,14409,臺中市北區陜西路63號,04-37007287,04-22929761
全家台中健興店,,O,臺中市,北區,台中健興,017839,13816,臺中市北區健行里健行路786號一樓,04-37007257,04-22085683
全家台中永興店,,O,臺中市,北區,台中永興,020375,13118,臺中市北區健行路375號1F,04-37007316,04-22360356
全家台中梅亭東店,,O,臺中市,北區,台中梅亭東,023971,54030,臺中市北區梅亭東街62號1樓及地下室,04-37070239,04-22372543
全家台中館東店,,O,臺中市,北區,台中館東,020811,13473,臺中市北區博館東街48號1樓,04-37007363,04-23272118
全家台中一中漾店,,O,臺中市,北區,台中一中漾,016599,56599,臺中市北區尊賢街22-3號1樓、地下1樓,04-37047252,04-22292029
全家台中新大衛店,,O,臺中市,北區,台中新大衛,023746,50511,臺中市北區進化北路365號1樓之2,04-37007269,04-22025829
全家台中遠大店,,O,臺中市,北區,台中遠大,017686,13558,臺中市北區綏遠路一段8號1樓,04-37007352,04-22383593
全家台中上發店,,O,臺中市,北區,台中上發,016236,19490,臺中市北區漢口路三段88號,04-37007241,04-22914739
全家台中漢口店,,O,臺中市,北區,台中漢口,022359,13119,"臺中市北區賴厝里漢口路四段56,58,60號1樓",04-37007279,04-22922475
全家台中一中好店,,O,臺中市,北區,台中一中好,024071,64071,臺中市北區錦新街23號,04-,04-22253647
全家台中雙利店,,O,臺中市,北區,台中雙利,021731,61731,臺中市北區雙十路2段97號,04-,04-22360207
全家台中安順東店,,O,臺中市,北屯區,台中安順東,023060,63060,臺中市北屯區大連路一段278號1樓右側部分,04-,04-22994628
全家台中興安店,,O,臺中市,北屯區,台中興安,015832,13108,臺中市北屯區大連路三段137號1F,04-37007361,04-22460995
全家台中山陽店,,O,臺中市,北屯區,台中山陽,015320,53034,臺中市北屯區平和里山西路二段222號1樓,04-37023772,04-22910486
全家台中經貿店,,O,臺中市,北屯區,台中經貿,019079,59079,臺中市北屯區中平路1151號,04-37070294,04-24260216
全家台中中清二店,,O,臺中市,北屯區,台中中清二,020392,60392,臺中市北屯區中清路2段1068號,04-37072515,04-24260063
全家台中新大昇店,,O,臺中市,北屯區,台中新大昇,016900,56196,臺中市北屯區中清路二段1250巷176弄31號,04-37074063,04-24260962
全家台中中泰店,,O,臺中市,北屯區,台中中泰,015766,13567,臺中市北屯區中清路二段409號、411號,04-37007300,04-22956901
全家台中偉如店,,O,臺中市,北屯區,台中偉如,018443,58443,臺中市北屯區天津路3段72號,04-37046614,04-22370537
全家台中太和店,,O,臺中市,北屯區,台中太和,023852,63852,臺中市北屯區太原路三段1190號,04-,04-24364861
全家台中睿景店,,O,臺中市,北屯區,台中睿景,021812,14065,臺中市北屯區太原路三段849號,04-37007283,04-24361805
全家台中金原店,,O,臺中市,北屯區,台中金原,023485,53536,臺中市北屯區太原路三段231號,04-37048806,04-22383255
全家台中新太原店,,O,臺中市,北屯區,台中新太原,023943,53211,臺中市北屯區太原路三段152號,04-37046176,04-22331756
全家台中太順店,,O,臺中市,北屯區,台中太順,017073,57073,臺中市北屯區太順路103號,04-37077401,04-24361134
全家台中時尚店,,O,臺中市,北屯區,台中時尚,023754,58122,臺中市北屯區文心路3段983號,04-37074650,04-22920168
全家台中梅川東店,,O,臺中市,北屯區,台中梅川東,016947,56947,臺中市北屯區文心路4段268號,04-37077390,04-22360977
全家台中大向店,,O,臺中市,北屯區,台中大向,016647,13606,"臺中市北屯區北屯路210之3號,210之5號1樓",04-37007247,04-22318703
全家台中北新店,,O,臺中市,北屯區,台中北新,020895,13154,"臺中市北屯區北屯路288號,288之1號",04-37007309,04-22434763
全家台中四平店,,O,臺中市,北屯區,台中四平,023937,13249,臺中市北屯區四平路35之6號,04-37007311,04-22965197
全家台中四張犁店,,O,臺中市,北屯區,台中四張犁,023209,63209,臺中市北屯區四平路475之1號,04-,04-24211841
全家台中洲際店,,O,臺中市,北屯區,台中洲際,022368,62368,臺中市北屯區四平路572號,04-,04-24212766
全家台中和順店,,O,臺中市,北屯區,台中和順,014968,54297,臺中市北屯區和順路400號,04-37076039,04-24391336
全家台中仁美店,O,,臺中市,北屯區,台中仁美,020621,13866,臺中市北屯區仁美里昌平東二路179號1樓,04-37007301,04-24226445
全家台中水景店,,O,臺中市,北屯區,台中水景,024015,18676,臺中市北屯區東山路一段196之1號,04-37007307,04-24362774
全家台中大坑店,,O,臺中市,北屯區,台中大坑,018046,58046,臺中市北屯區東山路1段380之23號,04-37077334,04-24362022
全家台中東光店,,O,臺中市,北屯區,台中東光,016100,13536,臺中市北屯區東光路886號1樓,04-37007213,04-24360567
全家台中豐源店,,O,臺中市,北屯區,台中豐源,022761,13130,臺中市北屯區松竹北路150號,04-37007366,04-22410563
全家台中金強店,,O,臺中市,北屯區,台中金強,024120,51923,臺中市北屯區松竹路二段366-1號,04-37074289,04-22474880
全家台中真義店,O,,臺中市,北屯區,台中真義,021590,50276,臺中市北屯區松義街160號、162號,04-37007253,04-22479532
全家台中金河店,,O,臺中市,北屯區,台中金河,019569,53212,臺中市北屯區河北路二段98號,04-37046180,04-22345716
全家台中永定店,,O,臺中市,北屯區,台中永定,022489,62489,臺中市北屯區河北路二段69號,04-,04-22374388
全家台中春水店,O,,臺中市,北屯區,台中春水,020393,60393,臺中市北屯區舊社里南興路77號1樓,04-37074153,04-24350670
全家台中紅瓦厝店,,O,臺中市,北屯區,台中紅瓦厝,019596,59596,臺中市北屯區南興路806號,04-37064150,04-24365100
全家台中溪上月店,,O,臺中市,北屯區,台中溪上月,021730,61730,臺中市北屯區舊社里1鄰南興路1116號,04-,04-24363199
全家台中花見店,,O,臺中市,北屯區,台中花見,014823,53486,臺中市北屯區建和路一段420號,04-37048393,04-24361670
全家台中軍功店,,O,臺中市,北屯區,台中軍功,017837,50213,臺中市北屯區軍功路一段497號、495號1樓,04-37007249,04-24374670
全家台中三甲店,,O,臺中市,北屯區,台中三甲,023580,63580,臺中市北屯區軍福八路569號,04-,04-24363245
全家台中軍福店,,O,臺中市,北屯區,台中軍福,023450,61277,臺中市北屯區軍福十九路215號,04-37079557,04-24391083
全家台中南興園店,,O,臺中市,北屯區,台中南興園,021516,61516,臺中市北屯區軍福十九路538號,04-,04-24361560
全家台中金順店,,O,臺中市,北屯區,台中金順,022367,62367,臺中市北屯區軍福十三路303號,04-,04-24366433
全家台中英皇店,,O,臺中市,北屯區,台中英皇,019808,55583,臺中市北屯區軍福十六路277號,04-37007785,04-24361564
全家台中國強店,,O,臺中市,北屯區,台中國強,021789,61789,臺中市北屯區國強街163號,04-37024853,04-22370660
全家台中昌盛店,,O,臺中市,北屯區,台中昌盛,015409,50041,臺中市北屯區崇德二路一段257號、259號1樓,04-37007212,04-22479842
全家台中崇大店,,O,臺中市,北屯區,台中崇大,018496,13556,臺中市北屯區崇德路二段276號,04-37007258,04-22477685
全家台中崇德店,,O,臺中市,北屯區,台中崇德,016559,13444,臺中市北屯區崇德路二段351號,04-37007260,04-22429360
全家台中祥順店,,O,臺中市,北屯區,台中祥順,021560,61560,臺中市北屯區?子路309號,04-,04-24392871
全家台中敦化店,,O,臺中市,北屯區,台中敦化,021082,13481,臺中市北屯區敦化路一段573號,04-37007266,04-22920301
全家台中大地店,,O,臺中市,北屯區,台中大地,022520,61973,臺中市北屯區敦富路157號,04-,04-24368537
全家台中富翁店,,O,臺中市,北屯區,台中富翁,023975,63975,臺中市北屯區敦富路800號,04-,04-24365183
全家台中情人店,,O,臺中市,北屯區,台中情人,018128,58128,臺中市北屯區景賢路106號1、2F,04-37076340,04-24365681
全家台中樂樂店,,O,臺中市,北屯區,台中樂樂,021212,19006,臺中市北屯區熱河路二段119號,04-37007355,04-22365516
全家台中熱河店,,O,臺中市,北屯區,台中熱河,019789,13831,臺中市北屯區平心里熱河路二段166號1樓,04-37007357,04-22438041
全家台中新崇河店,,O,臺中市,北屯區,台中新崇河,017509,52926,臺中市北屯區熱河路三段57號1樓,04-37046018,04-22413302
全家台中鼎安店,,O,臺中市,北屯區,台中鼎安,017669,51045,臺中市北屯區興安路一段233號,04-37007276,04-22412451
全家台中松茂店,,O,臺中市,北屯區,台中松茂,018026,13757,臺中市北屯區松強里興安路二段461巷2號463號一,04-37007219,04-22473340
全家台中遼寧店,,O,臺中市,北屯區,台中遼寧,021919,13505,臺中市北屯區遼寧路一段158號1樓,04-37007362,04-22471695
全家台中詠成店,,O,臺中市,北屯區,台中詠成,020291,60291,臺中市北屯區環太東路469號,04-,04-23934345
全家台中東豐店,,O,臺中市,北屯區,台中東豐,023868,63226,臺中市北屯區豐樂路21-8號,04-,04-24227646
全家台中新豐樂店,,O,臺中市,北屯區,台中新豐樂,020250,56980,臺中市北屯區豐樂路7-5號,04-37077395,04-24225917
全家台中上仁店,,O,臺中市,西屯區,台中上仁,023564,61279,臺中市西屯區上仁街102號,04-,04-24521577
全家台中上石店,,O,臺中市,西屯區,台中上石,020330,60330,臺中市西屯區上石路81號1樓,04-37072027,04-24520603
全家台中上安店,,O,臺中市,西屯區,台中上安,023179,19306,臺中市西屯區上安路136號一樓,04-37007240,04-24524993
全家台中榮玉店,,O,臺中市,西屯區,台中榮玉,020564,60564,臺中市西屯區大墩二十街99號1樓,04-37047315,04-23100508
全家台中福揚店,,O,臺中市,西屯區,台中福揚,022323,14494,臺中市西屯區大墩十九街188號,04-37074913,04-23105615
全家台中樂活店,,O,臺中市,西屯區,台中樂活,020969,14685,臺中市西屯區大墩19街18號、20號、22號1樓,04-37074915,04-23271767
全家台中十八街店,,O,臺中市,西屯區,台中十八街,021449,61449,臺中市西屯區大墩十八街193號,04-,04-23101028
全家台中工一店,,O,臺中市,西屯區,台中工一,024045,64045,臺中市西屯區工業區一路6號1樓,04-,04-23506360
全家台中白金店,,O,臺中市,西屯區,台中白金,017913,57913,臺中市西屯區工業區一路70號,04-37072402,04-23550103
全家台中金工店,O,,臺中市,西屯區,台中金工,024052,51847,臺中市西屯區工業區一路98-130號,04-37023052,04-23598407
全家台中天保店,,O,臺中市,西屯區,台中天保,023333,13861,臺中市西屯區福和里中工三路214之1號、之2號1樓,04-37007808,04-23587991
全家台中工三店,,O,臺中市,西屯區,台中工三,023439,13246,臺中市西屯區中工三路75號、77號,04-37007805,04-23507237
全家中央公園店,,O,臺中市,西屯區,中央公園,020142,60142,臺中市西屯區中科路2966號1樓,04-,04-37068913
全家台中真安店,O,,臺中市,西屯區,台中真安,014779,51268,臺中市西屯區中清西二街79號1樓,04-37007252,04-22994955
全家台中福氣店,,O,臺中市,西屯區,台中福氣,020977,55401,臺中市西屯區文華路105之10號,04-37073891,04-24520407
全家台中文華店,,O,臺中市,西屯區,台中文華,020460,13009,臺中市西屯區文華路3之3號,04-37007303,04-24514285
全家台中光明店,,O,臺中市,西屯區,台中光明,020371,13072,臺中市西屯區至善里臺灣大道3段730號,04-37007317,04-27069670
全家台中登峰店,,O,臺中市,西屯區,台中登峰,021330,50401,臺中市西屯區至善里臺灣大道3段660號,04-37007267,04-24523433
全家台中三越店,,O,臺中市,西屯區,台中三越,023896,61559,臺中市西屯區台灣大道3段328號1、2樓,04-,04-23122021
全家台中皇居店,,O,臺中市,西屯區,台中皇居,019908,59908,臺中市西屯區台灣大道3段592號1樓及夾層,04-37078940,04-24522306
全家東海大學店,,O,臺中市,西屯區,東海大學,021871,61871,臺中市西屯區台灣大道4段1727號,04-37024863,04-23590225
全家東海大學二店,,O,臺中市,西屯區,東海大學二,023777,63777,臺中市西屯區台灣大道4段1727號,04-,04-23594163
全家台中澄清店,,O,臺中市,西屯區,台中澄清,022383,50615,臺中市西屯區福林里臺灣大道4段966號1樓,04-37007356,04-24636832
全家台中金豹店,,O,臺中市,西屯區,台中金豹,021255,52493,臺中市西屯區四川一街26號,04-37073767,04-23128382
全家台中新桂冠店,,O,臺中市,西屯區,台中新桂冠,021680,52636,臺中市西屯區四川路67號,04-37074979,04-23124958
全家台中鼎盛店,,O,臺中市,西屯區,台中鼎盛,018821,58821,臺中市西屯區市政北二路232號2樓,04-37070364,04-22581077
全家台中豐邑店,,O,臺中市,西屯區,台中豐邑,017573,57573,臺中市西屯區市政路392號1樓及招牌,04-37070207,04-22540607
全家台中新福樂店,,O,臺中市,西屯區,台中新福樂,023129,54408,臺中市西屯區永福路122號1樓,04-37073567,04-24633853
全家台中惠安店,,O,臺中市,西屯區,台中惠安,017761,13828,臺中市西屯區何德里甘肅路一段18號1樓,04-37007263,04-23154623
全家台中下石碑店,,O,臺中市,西屯區,台中下石碑,022255,62255,臺中市西屯區甘肅路2段68號,04-,04-23170307
全家台中逢明店,,O,臺中市,西屯區,台中逢明,019249,59249,臺中市西屯區光明路52-31號1樓,04-37070018,04-24523277
全家台中七張犁店,,O,臺中市,西屯區,台中七張犁,021856,58338,臺中市西屯區安和路120之15號1樓及2樓,04-37078470,04-23590326
全家台中安和店,,O,臺中市,西屯區,台中安和,018260,58260,臺中市西屯區安和路99之38號,04-37076456,04-23588123
全家台中成長店,,O,臺中市,西屯區,台中成長,014828,54828,臺中市西屯區成都路368號,04-37007923,04-22969883
全家台中至善店,,O,臺中市,西屯區,台中至善,022805,13234,臺中市西屯區至善路105號,04-37007205,04-27014306
全家台中至真店,,O,臺中市,西屯區,台中至真,021530,13488,臺中市西屯區至善路236號、238號、234巷1號,04-37007202,04-24527522
全家台中西屯店,,O,臺中市,西屯區,台中西屯,017898,13005,"臺中市西屯區西屯路二段90之22,23號",04-37007206,04-23179256
全家台中至尊店,,O,臺中市,西屯區,台中至尊,020941,13951,"臺中市西屯區西屯路二段268-12,13號",04-37007203,04-27087147
全家台中豐盛店,,O,臺中市,西屯區,台中豐盛,021737,50156,臺中市西屯區西屯路二段126-13號126-15號,04-37007365,04-23179406
全家台中俊美店,,O,臺中市,西屯區,台中俊美,018315,58315,臺中市西屯區西屯路2段297之16號1樓全部,04-37074053,04-24525922
全家台中陽光店,,O,臺中市,西屯區,台中陽光,018873,58873,臺中市西屯區西屯路2段258之21號,04-37070381,04-24520880
全家台中福鄰店,,O,臺中市,西屯區,台中福鄰,024121,13832,臺中市西屯區永安里西屯路三段166之25號1樓,04-37072676,04-24616177
全家台中福科店,,O,臺中市,西屯區,台中福科,018060,13909,臺中市西屯區西屯路三段159之80號,04-37007288,04-24615098
全家台中新福美店,,O,臺中市,西屯區,台中新福美,023608,63608,臺中市西屯區西安街68號1樓,04-,04-24525647
